career_id,career_name,core_skills,interests,personality_fit,description
148,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Budgeting;Policy;Video Editing,Care;Movement;Health;Strategy,ISTJ;ENFP;ESTJ,Help patients recover mobility and function.
149,Lawyer (Litigation),Case Research;Drafting;Law;Negotiation;Public Speaking;Budgeting;Creativity,Law;Advocacy;Strategy;Research,INTJ;ENTP,"Argue cases, draft petitions, and advise clients."
150,Corporate Lawyer,Compliance;Contracts;Drafting;M&A;Negotiation;Digital Marketing;Logistics,Law;Business;Strategy;Service,INTJ;ISTJ;ENFP,Draft/negotiates contracts and handle corporate compliance.
151,Legal Analyst,Case Research;Compliance;Contracts;Excel;Writing;CAD;Supply Chain,Law;Research;Writing;Teaching,ISTJ;ENFP;INTP,Research legal issues and support attorneys.
152,Paralegal,Client Communication;Documentation;Filing;Research;Scheduling;Quality Control;Video Editing,Law;Support;Detail;Service,ENFP;ISTJ,Support lawyers with documentation and prep.
153,Policy Analyst,Presentation;Research;Stakeholder Analysis;Statistics;Writing;Critical Thinking;Design Thinking,Policy;Research;Public;Leadership,ESFJ;INFJ;INTJ,Evaluate policy options and impacts.
154,Political Campaign Manager,Budgeting;Data;Field Operations;Leadership;Strategy;Accounting;Public Speaking;Sales,Politics;Campaign;Public;Creativity,ENFP;INTP,Plan and run political campaigns.
155,Civil Services Officer,Law;Management;Negotiation;Policy;Writing;Risk Management;Time Management,Governance;Public;Leadership;Research,ESFJ;ENFP,Implement policies and manage public programs.
156,Diplomat/Foreign Service,International Relations;Languages;Negotiation;Protocol;Writing;Drafting,Policy;International;Public;Compliance;Sales,ISTJ;ENTP,Represent the country and negotiate agreements.
157,Journalist,Fact-Checking;Interviewing;Multimedia;Reporting;Writing;Anatomy;Quality Control;Teamwork,Media;Storytelling;Public;Operations;Compliance,ESFJ;ENFP,Report news and produce stories.
158,Video Editor,Audio;Color Grading;Editing;Premiere Pro;Storytelling;Drafting;Negotiation,Media;Creativity;Post-Production;Leadership,ESTJ;INTP;ISFP,Edit video content and craft narratives.
159,Photographer,Composition;Editing;Lighting;Photography;Portfolio;CRM;Policy;Video Editing,Media;Creativity;Art;Compliance,ESFJ;ENTP;ENFP,Shoot and edit photos for clients or media.
160,Music Producer,Collaboration;DAW;Mastering;Mixing;Sound Design;Critical Thinking;Research,Music;Creativity;Production;Compliance,ENFP;ISFP;INFP;ISTJ,Produce and polish music tracks.
161,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Digital Marketing,Education;Teaching;Mentorship;Creativity,ESFJ;ESTJ;ISTJ,Teach and mentor students at school level.
162,Professor/Lecturer,Curriculum;Grant Writing;Publications;Research;Teaching;Counseling,Education;Research;Teaching;Leadership,INTP;ENTP,Teach in college and publish research.
163,Instructional Designer,Assessment;Authoring Tools;Storyboarding;UX;Writing;Critical Thinking,Education;Design;Learning;Research,ENTP;ESFJ;ISTJ;ISFJ,Design e-learning materials and curricula.
164,Sales Manager,CRM;Negotiation;Pipeline;Sales Strategy;Targets;Critical Thinking;Project Management,Sales;Business;Leadership;Service,INTP;ENTP;ENTJ;ENFJ,Lead sales teams and manage revenue targets.
165,Business Development Executive,Cold Outreach;Follow-ups;Negotiation;Pitching;Prospecting;Time Management,Sales;Growth;Client;Research;Strategy,ENTP,Acquire new clients and partnerships.
166,HR Generalist,Compliance;Employee Relations;Excel;Payroll;Recruitment;Communication;Problem Solving;Risk Management,HR;People;Operations;Field,ESFJ;ISTJ;ENFJ,Handle HR ops and employee lifecycle.
167,Recruiter/Talent Acquisition,ATS;Coordination;Interviewing;JD Writing;Sourcing;Data Analysis;Documentation;Hospitality,HR;Hiring;Communication;Sales,ESFJ;INTP,Find and evaluate candidates for roles.
168,Operations Manager,Budgeting;KPIs;Leadership;Process Improvement;Scheduling;Communication;Excel;Policy,Operations;Management;Scaling;Teaching,ESTJ;ESFJ;ISTJ,Run day-to-day operations and improve efficiency.
169,Supply Chain Manager,Demand Planning;Inventory;Logistics;Procurement;SAP;Anatomy;Problem Solving,Supply Chain;Logistics;Vendors;Service;Operations,ESFJ;ESTJ;ISTJ,Manage end-to-end supply chain.
170,Logistics Coordinator,Excel;Routing;Tracking;Transportation;Warehouse;Leadership;Project Management;Sales,Logistics;Operations;Vendors;Field,ISTJ;ISFJ;INTP,Coordinate shipments and warehousing.
171,Procurement Specialist,Compliance;Contracts;Costing;SAP;Vendor Management;CAD;Problem Solving;Public Speaking,Procurement;Vendors;Cost;Creativity,ENTJ;ESTJ,Source goods/services and negotiate deals.
172,Hotel Manager,Budgeting;Front Office;Guest Experience;Operations;Revenue;Time Management,Hospitality;Service;Operations;Research,INTP;ENFP,Manage hotel departments and guest satisfaction.
173,Chef,Cooking;Creativity;Inventory;Menu Planning;Teamwork;Accounting;Data Analysis;Writing,Food;Creativity;Operations;Compliance,ESTJ;ENTP;ISFP,Prepare dishes and manage kitchen operations.
174,Event Planner,Coordination;Creativity;Logistics;Negotiation;Vendor Management;Critical Thinking,Events;Creativity;Ops;Strategy;Operations,ISTJ;ESTJ,Plan and execute events.
175,Travel Consultant,Bookings;Customer Service;Geography;Itineraries;Sales;Counseling;Statistics,Travel;Service;Sales;Field,ISTJ;ESFJ;ESTJ;ENFP,Design travel plans and handle bookings.
176,Architect,3D Modeling;Building Codes;Design;Presentation;Project Management;Budgeting;Research;Sales,Architecture;Design;Construction;Field,ESTJ;ISFP,Design buildings and manage projects.
177,Civil Engineer,AutoCAD;Contracts;QA/QC;Site Management;Structures;Problem Solving,Construction;Infrastructure;Project;Strategy;Compliance,ISTJ;ESTJ;INTP;ESFJ,Plan and oversee civil works.
178,Environmental Scientist,Field Work;GIS;Policy;Reporting;Sampling;Finance;Project Management;Time Management,Environment;Research;Sustainability;Strategy,INTJ;ENTP,Study environmental impacts and mitigation.
179,Agronomist,Extension;Field Trials;Irrigation;Pest Control;Soil Science;Negotiation,Agriculture;Field;Research;Creativity;Compliance,ESTJ;INTJ;ENFP;ISTJ,Optimize crop production and advise farmers.
180,Social Worker,Community Outreach;Coordination;Counseling;Documentation;Empathy;CRM;Research,NGO;Community;Service;Teaching,INTP;ENFP;ESFJ,Support individuals and communities.
181,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;First Aid;Policy;Procurement,NGO;Projects;Public;Research;Leadership,ESFJ;ENFP,Manage social programs and partnerships.
182,Sports Coach,Assessment;Communication;Fitness;Motivation;Planning;Sales,Sports;Training;Mentorship;Service,ESTJ;ESFJ;ENFP,Train athletes and plan sessions.
183,Pilot,Aviation;Checklists;Communication;Instrumentation;Navigation;Creativity,Aviation;Safety;Precision;Sales,INTP;ISTJ;ENTP,Operate aircraft safely and efficiently.
184,Merchant Navy Officer,Compliance;Navigation;Safety;Teamwork;Watchkeeping;CRM;Documentation;Rehabilitation,Maritime;Operations;Safety;Strategy,ESFJ;ENTJ;ESTJ,Operate ships and manage onboard operations.
185,Investment Analyst,Excel;Finance;Financial Modeling;Research;Valuation;CRM;ERP;Procurement,Markets;Analysis;Strategy;Operations,INTJ;ISTJ,"Analyze companies, build models, and recommend investments."
186,Accountant,Compliance;Excel;Reconciliation;Reporting;Taxation;Accounting;First Aid,Compliance;Reporting;Detail;Strategy,INTP;ENTP;ESFJ,"Prepare financial statements, manage taxes and compliance."
187,Financial Planner,Advisory;Communication;Excel;Risk Management;Sales;Digital Marketing;Pharmacology;Photography,Client;Planning;Finance;Leadership;Compliance,INTP;ENTP;ESFJ,"Advise clients on investments, insurance, and goals."
188,Risk Analyst,Excel;Governance;Reporting;SQL;Statistics;Documentation;Video Editing,Risk;Governance;Data;Field,ENFP;ESFJ;ISTJ,Quantify and manage financial/operational risks.
189,Economist,Econometrics;Policy;R;Stata;Statistics;CAD;Logistics,Research;Policy;Data;Teaching;Strategy,ESTJ;ISTJ;ENFP;INTP,Study economic trends and evaluate policies.
190,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Communication;Documentation;Patient Care;Design Thinking;Leadership,Healthcare;People;Service;Strategy,ESTJ;ISTJ;ESFJ,Diagnose and treat common illnesses; coordinate care.
191,Surgeon,Anatomy;Decision Making;Documentation;Surgery;Teamwork;Risk Management;Statistics,Healthcare;Precision;Emergency;Teaching;Creativity,ESFJ;ESTJ,Perform surgical procedures and manage perioperative care.
192,Nurse,Documentation;Empathy;Medication;Patient Care;Teamwork;Pharmacology,Care;Healthcare;Service;Field;Teaching,ENFJ;ENTP;ISTJ,Provide nursing care and coordinate with healthcare teams.
193,Pharmacist,Dispensing;Documentation;Inventory;Pharmacology;Regulations;Clinical Diagnosis,Healthcare;Compliance;Service;Field,ISTJ;ESTJ;INTP,Dispense medications and advise on safe usage.
194,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Communication;Public Speaking,Care;Movement;Health;Operations,ESTJ;ENTP;ISTJ,Help patients recover mobility and function.
195,Lawyer (Litigation),Case Research;Client Management;Drafting;Law;Public Speaking;Photography;Project Management,Law;Advocacy;Strategy;Operations,ESTJ;ENFJ;ENTJ;ISTJ,"Argue cases, draft petitions, and advise clients."
196,Corporate Lawyer,Company Law;Compliance;Contracts;M&A;Negotiation;Pharmacology,Law;Business;Strategy;Sales,ISTJ;ENFP;ESTJ,Draft/negotiates contracts and handle corporate compliance.
197,Legal Analyst,Case Research;Compliance;Contracts;Policy;Writing;Excel;Leadership;Sales,Law;Research;Writing;Sales;Strategy,INTJ;ENFP,Research legal issues and support attorneys.
198,Paralegal,Client Communication;Documentation;Drafting;Filing;Scheduling;Research;Writing,Law;Support;Detail;Sales,ESFJ;ISFJ,Support lawyers with documentation and prep.
199,Policy Analyst,Presentation;Research;Stakeholder Analysis;Statistics;Writing;Leadership,Policy;Research;Public;Sales;Service,ENTP;ISTJ;ESFJ,Evaluate policy options and impacts.
200,Political Campaign Manager,Budgeting;Communication;Data;Field Operations;Strategy;Sales,Politics;Campaign;Public;Operations;Leadership,ISTJ;ESFJ;ENTJ,Plan and run political campaigns.
201,Civil Services Officer,Law;Management;Negotiation;Policy;Writing;Budgeting;Leadership;Project Management,Governance;Public;Leadership;Teaching;Service,ENFP;INTP;ISTJ,Implement policies and manage public programs.
202,Diplomat/Foreign Service,International Relations;Languages;Negotiation;Protocol;Writing;Counseling;Critical Thinking;Public Speaking,Policy;International;Public;Operations,ENFP;ENTP,Represent the country and negotiate agreements.
203,Journalist,Editing;Fact-Checking;Interviewing;Multimedia;Reporting;Marketing,Media;Storytelling;Public;Service;Strategy,ENFP;ENTP;ESTJ,Report news and produce stories.
204,Video Editor,Audio;Color Grading;Editing;Premiere Pro;Storytelling;Finance;Photography;Risk Management,Media;Creativity;Post-Production;Teaching;Service,ESTJ;ENFP;INFP,Edit video content and craft narratives.
205,Photographer,Client Communication;Editing;Lighting;Photography;Portfolio;Digital Marketing;ERP;Public Speaking,Media;Creativity;Art;Research,ISTJ;INFP,Shoot and edit photos for clients or media.
206,Music Producer,Arrangement;Collaboration;DAW;Mastering;Sound Design;Drafting;Leadership;Time Management,Music;Creativity;Production;Teaching;Research,INFP;ENTP,Produce and polish music tracks.
207,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Sales;Statistics,Education;Teaching;Mentorship;Operations;Research,ENFJ;ESFJ,Teach and mentor students at school level.
208,Professor/Lecturer,Curriculum;Grant Writing;Publications;Research;Teaching;Statistics,Education;Research;Teaching;Creativity;Operations,INFJ;ENTP;INTP,Teach in college and publish research.
209,Instructional Designer,Assessment;Pedagogy;Storyboarding;UX;Writing;Budgeting;Creativity;Excel,Education;Design;Learning;Operations;Strategy,INFJ;ENTP;ESFJ;ISTJ,Design e-learning materials and curricula.
210,Sales Manager,CRM;Negotiation;Pipeline;Presentation;Targets;Budgeting;Design Thinking;Finance,Sales;Business;Leadership;Creativity,ENTP;ENTJ;ISTJ;ESTJ,Lead sales teams and manage revenue targets.
211,Business Development Executive,CRM;Cold Outreach;Follow-ups;Pitching;Prospecting;Customer Service,Sales;Growth;Client;Field,ESTJ;ISTJ;ESFJ;INTP,Acquire new clients and partnerships.
212,HR Generalist,Employee Relations;Excel;Payroll;Policies;Recruitment;Budgeting;Risk Management,HR;People;Operations;Teaching;Compliance,ESFJ;ENFP;INTP,Handle HR ops and employee lifecycle.
213,Recruiter/Talent Acquisition,ATS;Interviewing;JD Writing;Negotiation;Sourcing;Data Analysis;Drafting;Finance,HR;Hiring;Communication;Service,ENTP;ENFP;ENFJ;ESFJ,Find and evaluate candidates for roles.
214,Operations Manager,Budgeting;Leadership;Process Improvement;Quality;Scheduling;Policy;Problem Solving;Rehabilitation,Operations;Management;Scaling;Compliance;Service,ENFP;ESTJ;ENTP;ESFJ,Run day-to-day operations and improve efficiency.
215,Supply Chain Manager,Excel;Inventory;Logistics;Procurement;SAP;Hospitality,Supply Chain;Logistics;Vendors;Sales,ENFP;ESFJ;INTP;ESTJ,Manage end-to-end supply chain.
216,Logistics Coordinator,Documentation;Excel;Routing;Transportation;Warehouse;PowerPoint;Statistics;Supply Chain,Logistics;Operations;Vendors;Research,ESFJ;INTP,Coordinate shipments and warehousing.
217,Procurement Specialist,Compliance;Contracts;Costing;Negotiation;Vendor Management;Project Management,Procurement;Vendors;Cost;Compliance;Creativity,ESFJ;INTP,Source goods/services and negotiate deals.
218,Hotel Manager,Front Office;Guest Experience;Housekeeping;Operations;Revenue;Communication;Leadership;Writing,Hospitality;Service;Operations;Compliance;Creativity,ESFJ;ENTP;ESTJ,Manage hotel departments and guest satisfaction.
219,Chef,Cooking;Creativity;Inventory;Menu Planning;Teamwork;Sales,Food;Creativity;Operations;Research,ENTP;ENFP;ISFP,Prepare dishes and manage kitchen operations.
220,Event Planner,Budgeting;Coordination;Creativity;Negotiation;Vendor Management;Data Analysis;Marketing,Events;Creativity;Ops,ENTP;ESFJ;ENFP,Plan and execute events.
221,Travel Consultant,Bookings;GDS;Geography;Itineraries;Sales;Drafting,Travel;Service;Sales;Research,ESFJ;ENFJ,Design travel plans and handle bookings.
222,Architect,Building Codes;CAD;Design;Presentation;Project Management;Foreign Language;Logistics,Architecture;Design;Construction;Research,INFJ;ISFP;ESFJ;ESTJ,Design buildings and manage projects.
223,Civil Engineer,AutoCAD;Contracts;Estimation;QA/QC;Site Management;Writing,Construction;Infrastructure;Project;Compliance;Service,ESFJ;ISTJ,Plan and oversee civil works.
224,Environmental Scientist,Data Analysis;Field Work;Policy;Reporting;Sampling;Anatomy,Environment;Research;Sustainability;Teaching,ISTJ;ESFJ;INTJ;ENFP,Study environmental impacts and mitigation.
225,Agronomist,Crop Management;Extension;Irrigation;Pest Control;Soil Science;Risk Management,Agriculture;Field;Research;Sales;Service,ISFJ;ESFJ;ENTP,Optimize crop production and advise farmers.
226,Social Worker,Casework;Community Outreach;Coordination;Counseling;Empathy;Foreign Language,NGO;Community;Service;Sales;Research,ISTJ;ESFJ;ENFP;INTP,Support individuals and communities.
227,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Rehabilitation,NGO;Projects;Public;Creativity;Operations,ESFJ;ISTJ;ESTJ;ENTP,Manage social programs and partnerships.
228,Sports Coach,Assessment;Communication;Fitness;Motivation;Planning;Documentation,Sports;Training;Mentorship;Service,ESFJ;ENFP;ISTJ;ESTJ,Train athletes and plan sessions.
229,Pilot,Aviation;Checklists;Communication;Instrumentation;Navigation;Documentation;Drafting;Logistics,Aviation;Safety;Precision;Service;Teaching,ESTJ;ISTJ;ENFP,Operate aircraft safely and efficiently.
230,Merchant Navy Officer,Compliance;Navigation;Safety;Teamwork;Watchkeeping;Foreign Language;Quality Control;Time Management,Maritime;Operations;Safety;Strategy;Teaching,ENFP;INTP,Operate ships and manage onboard operations.
231,Investment Analyst,Accounting;Excel;Finance;Financial Modeling;Presentation;Negotiation;Research,Markets;Analysis;Strategy;Leadership;Sales,ENFP;INTP;ENTJ;INTJ,"Analyze companies, build models, and recommend investments."
